gsis_id,target_share,catch_rate,ypt,rush_share,ypc,i10_target_share,i10_carry_share,targets_n,team_targets_n,carries_n,team_carries_n,i10_targets_n,i10_carries_n,n_games,team_prior,full_name,snap_pct_25
00-0039816,0.02778,1.0,23.0,0.0,,,,1.0,36,0.0,32,0.0,0.0,8,IND,Anthony Gould,0.035
00-0039824,0.04167,1.0,7.0,0.0,,0.0,0.0,1.0,24,0.0,32,4.0,6.0,7,KC,Jared Wiley,0.19286
00-0039825,0.0,,,0.02703,1.0,0.0,0.0,0.0,25,1.0,37,2.0,6.0,20,KC,Jaden Hicks,0.0
00-0039847,0.12874,0.67442,7.69767,0.0,,0.08333,0.0,43.0,334,0.0,265,12.0,22.0,12,NYG,Theo Johnson,0.84167
00-0039849,0.2218,0.53448,7.62931,0.0,,0.2,0.0,116.0,523,0.0,459,30.0,34.0,17,ARI,Marvin Harrison Jr.,0.78588
00-0039851,0.0,,,0.17568,8.13462,0.0,0.1,0.0,367,52.0,296,23.0,20.0,17,NE,Drake Maye,0.80462
00-0039853,0.03333,0.25,3.0,0.0,,0.0,0.0,4.0,120,0.0,97,5.0,4.0,12,NE,Javon Baker,0.12727
00-0039855,0.13364,0.63793,7.94828,0.01064,10.75,0.13889,0.0,58.0,434,4.0,376,36.0,31.0,15,TB,Jalen McMillan,0.70769
00-0039868,0.10433,0.5283,4.96226,0.00477,4.0,0.06452,0.0,53.0,508,2.0,419,31.0,32.0,17,DEN,Troy Franklin,0.375
00-0039874,0.01382,0.5,1.33333,0.19597,3.66176,0.02564,0.0,6.0,434,68.0,347,39.0,31.0,16,MIA,Jaylen Wright,0.17
00-0039875,0.04139,0.89474,9.94737,0.2489,3.9115,0.07143,0.12727,19.0,459,113.0,454,28.0,55.0,20,BUF,Ray Davis,0.24353
00-0039880,0.09023,0.72222,6.19444,0.01678,5.0,0.02857,0.0,36.0,399,5.0,298,35.0,26.0,14,MIA,Malik Washington,0.44714
00-0039890,0.11134,0.41818,5.67273,0.00818,1.5,0.08333,0.0,55.0,494,4.0,489,24.0,59.0,17,IND,Adonai Mitchell,0.36176
00-0039893,0.2552,0.64444,9.4963,0.01474,8.0,0.2973,0.0,135.0,529,6.0,407,37.0,40.0,17,JAX,Brian Thomas Jr.,0.79353
00-0039894,0.17774,0.59596,6.44444,0.04796,5.2,0.16667,0.025,99.0,557,20.0,417,48.0,40.0,20,KC,Xavier Worthy,0.64118
00-0039901,0.15761,0.5,9.58621,0.00278,9.0,0.24,0.0,58.0,368,1.0,360,25.0,45.0,16,BUF,Keon Coleman,0.72846
00-0039907,0.08995,0.35294,2.55882,0.00312,0.0,0.17647,0.0,34.0,378,1.0,320,17.0,17.0,15,NE,Ja'Lynn Polk,0.46067
00-0039910,0.0,,,0.26796,6.53623,0.0,0.20896,0.0,508,138.0,515,36.0,67.0,20,WAS,Jayden Daniels,0.90882
00-0039912,0.04762,1.0,5.6,0.0,,0.14286,0.0,5.0,105,0.0,149,7.0,22.0,20,WAS,Ben Sinnott,0.26647
00-0039915,0.24301,0.72566,10.22124,0.0,,0.375,0.0,113.0,465,0.0,420,24.0,45.0,17,LAC,Ladd McConkey,0.73188
00-0039916,0.1526,0.65957,8.51064,0.01205,15.0,0.22222,0.0,47.0,308,3.0,249,18.0,33.0,11,SF,Ricky Pearsall,0.67
00-0039917,0.0,,,0.05155,2.8,0.0,0.125,0.0,98,5.0,97,3.0,16.0,17,ATL,Michael Penix Jr.,0.664
00-0039918,0.0,,,0.179,6.6,0.0,0.0303,0.0,536,75.0,419,34.0,33.0,17,CHI,Caleb Williams,0.98765
00-0039919,0.18843,0.53465,7.26733,0.00716,5.0,0.11765,0.0,101.0,536,3.0,419,34.0,33.0,17,CHI,Rome Odunze,0.83588
00-0039920,0.03727,0.5,2.66667,0.0198,13.0,0.1,0.0,6.0,161,2.0,101,10.0,2.0,12,NYJ,Malachi Corley,0.15111
00-0039921,0.01657,1.0,9.83333,0.19207,4.61905,0.0,0.03846,6.0,362,63.0,328,21.0,26.0,14,ARI,Trey Benson,0.16692
